dataset,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2
random,200,10.0,2,1,0.3,1.0447870484279265,1.3667629427828245,0.7808609040080575,1.212854808020731,1.5852963846256285,0.7495010163144271
random,200,30.0,5,1,sqrt,0.8414176802018009,1.0882806819981856,0.8610638322830206,1.2156270378237262,1.5614697053738988,0.7569743265254019
random,200,10.0,2,3,0.3,1.091717855524746,1.4417521180626875,0.7561545414767858,1.2159861246983308,1.5939776718854828,0.7467499749336797
random,200,10.0,5,3,0.3,1.091717855524746,1.4417521180626878,0.7561545414767858,1.2159861246983308,1.5939776718854828,0.7467499749336797
random,500,10.0,2,3,0.3,1.0917237623871565,1.4432145533897176,0.7556596033103054,1.217977068005148,1.5951370560552662,0.746381436709146
random,500,10.0,5,3,0.3,1.0917237623871565,1.4432145533897176,0.7556596033103054,1.217977068005148,1.5951370560552665,0.7463814367091459
random,200,10.0,2,5,0.5,1.0920212576181652,1.4572418092412136,0.7508868110732932,1.218861773941744,1.6156087120561102,0.7398298887604128
random,200,10.0,10,5,0.5,1.0920212576181652,1.4572418092412136,0.7508868110732932,1.218861773941744,1.6156087120561102,0.7398298887604128
random,200,10.0,5,5,0.5,1.0920212576181652,1.4572418092412136,0.7508868110732932,1.218861773941744,1.6156087120561102,0.7398298887604127
random,500,10.0,10,1,0.3,1.0755676752405687,1.405245235461946,0.7683471123285506,1.2196513725421883,1.5928382481596874,0.7471119071699965
random,200,10.0,10,1,0.3,1.0776671748829583,1.4061492244945235,0.7680489735817928,1.2214374419304783,1.5947422093629389,0.7465069783439408
random,1000,10.0,10,1,0.3,1.0763660697829407,1.4044210996782227,0.7686187481209465,1.2225373417563983,1.5932807637623008,0.7469713750454361
random,1000,10.0,2,3,0.3,1.095133984264666,1.4463586763158722,0.7545938254412597,1.2231155843840467,1.5970112695485035,0.7457851060297866
random,1000,10.0,5,3,0.3,1.095133984264666,1.4463586763158722,0.7545938254412597,1.2231155843840467,1.5970112695485035,0.7457851060297866
random,1000,10.0,5,5,0.5,1.0916268827926916,1.45679329637227,0.7510401326099554,1.2245200495398334,1.6185075781291962,0.7388954113374258
random,1000,10.0,10,5,0.5,1.0916268827926916,1.45679329637227,0.7510401326099554,1.2245200495398336,1.618507578129196,0.7388954113374258
random,1000,10.0,2,5,0.5,1.0916268827926916,1.45679329637227,0.7510401326099554,1.2245200495398336,1.6185075781291962,0.7388954113374258
random,500,10.0,5,5,0.5,1.0919544670635135,1.4583264526976725,0.7505158368879098,1.2245666526305043,1.6221872408352092,0.7377068237903807
random,500,10.0,10,5,0.5,1.0919544670635135,1.4583264526976725,0.7505158368879098,1.2245666526305043,1.6221872408352092,0.7377068237903807
random,500,10.0,2,5,0.5,1.0919544670635135,1.4583264526976725,0.7505158368879098,1.2245666526305046,1.6221872408352092,0.7377068237903807
random,200,10.0,10,3,0.3,1.1080789025129278,1.4623969255902614,0.749121175526462,1.2292615781034928,1.6083987861931535,0.7421468132076352
random,500,10.0,10,3,0.3,1.1126723562815408,1.4664674924428975,0.7477225944909274,1.2351251552728477,1.61324614397589,0.7405902463493614
random,1000,10.0,10,3,0.3,1.1142550690086988,1.4672495641338588,0.7474534420845828,1.2377076190640235,1.612874791303251,0.7407096595192741
random,200,30.0,10,1,sqrt,0.9221905222239521,1.1768648928782448,0.8375249458116981,1.2517366655242101,1.5999855292011989,0.7448373291484576
random,500,30.0,10,1,sqrt,0.9242079590278985,1.181022077167309,0.8363750572997505,1.2546867336413468,1.5935055593424854,0.7468999705191075
random,1000,30.0,10,1,sqrt,0.9238731798054873,1.1797020956500774,0.8367406071181585,1.2555075342576463,1.5966750221652792,0.7458921435889845
random,200,10.0,2,5,0.3,1.1432829759698677,1.5068309552304113,0.7336439644458851,1.2615837531571261,1.652405721346648,0.7278436888092885
random,200,10.0,5,5,0.3,1.1432829759698677,1.5068309552304113,0.7336439644458851,1.2615837531571263,1.652405721346648,0.7278436888092885
random,200,10.0,10,5,0.3,1.1432829759698677,1.5068309552304113,0.7336439644458851,1.2615837531571263,1.652405721346648,0.7278436888092885
random,500,10.0,2,5,0.3,1.1423584002944307,1.5085976084394872,0.7330190309165681,1.2618867847413195,1.6510143645055475,0.7283018173649343
random,500,10.0,5,5,0.3,1.1423584002944307,1.5085976084394872,0.7330190309165681,1.2618867847413195,1.6510143645055475,0.7283018173649343
random,500,10.0,10,5,0.3,1.1423584002944307,1.5085976084394872,0.7330190309165681,1.2618867847413195,1.6510143645055477,0.7283018173649342
random,1000,,5,1,log2,0.7056333235115921,0.9092749044708245,0.9030106865335709,1.2626282136686018,1.6102778248543634,0.7415439787202367
random,500,,5,1,log2,0.707221702552304,0.9112355506173643,0.9025919644437159,1.2649289962753612,1.61294911097575,0.7406857632847115
random,1000,10.0,2,5,0.3,1.1446102655144303,1.5111998615751814,0.7320971797007996,1.265378412870304,1.6522175567805397,0.7279056678472652
random,1000,10.0,5,5,0.3,1.1446102655144303,1.5111998615751814,0.7320971797007996,1.2653784128703045,1.6522175567805397,0.7279056678472652
random,1000,10.0,10,5,0.3,1.1446102655144303,1.5111998615751814,0.7320971797007996,1.2653784128703045,1.6522175567805397,0.7279056678472652
random,200,,5,1,log2,0.7105163244296405,0.9172593412915906,0.9012998615516643,1.2684801612372665,1.6186474686094336,0.7388502739215752
random,1000,,10,1,log2,0.8829008267019394,1.1148120450000523,0.8542069638929191,1.3536444253559492,1.6965701760005119,0.7131012299717019
random,500,,10,1,log2,0.8851268377884737,1.118392947174337,0.8532688522584124,1.3565224328546253,1.698926137738004,0.7123038661513399
random,200,,10,1,log2,0.885457309060804,1.1225760101331796,0.8521691788659591,1.3630586392349637,1.7127537466554668,0.707601673778679
random,500,20.0,2,1,sqrt,1.0771873874456086,1.3491918838513834,0.7864591754591853,1.368990524946096,1.701410915065223,0.7114617064162063
random,200,20.0,2,1,sqrt,1.0729228872290204,1.346180347024865,0.787411402265801,1.3712298777027077,1.7078914914492498,0.7092594687381206
random,1000,20.0,2,1,sqrt,1.0776432634634059,1.349278515050026,0.7864317517965802,1.3741577640230291,1.7080875542704603,0.7091927119435252
random,200,20.0,5,1,sqrt,1.1299725252101,1.4160044313276843,0.7647862530609267,1.4007753366314257,1.7275340563636565,0.7025333617995835
random,500,20.0,5,1,sqrt,1.136787369691734,1.4210248638263152,0.763115399348743,1.4044383156670968,1.7293405367790105,0.7019109154674539
random,1000,20.0,5,1,sqrt,1.1352519524293894,1.418541114254555,0.7639427569183022,1.4054366903815039,1.7336697855281265,0.7004165688115568
random,500,20.0,10,1,sqrt,1.1867079066493496,1.4764307650816,0.7442829723342088,1.4375303622979845,1.7704271442848745,0.6875783303550715
random,1000,20.0,10,1,sqrt,1.1859558218909483,1.475745946577352,0.7445201377242925,1.4393388200655415,1.7725029601193412,0.6868452755668325
random,200,20.0,10,1,sqrt,1.1819402843525733,1.4725736508607985,0.7456173273671084,1.4407878365010272,1.7809054023834534,0.6838692566539032
random,200,,2,3,sqrt,1.2159953526560496,1.5343969788109835,0.7238093674157324,1.4429123921414093,1.7775229209380952,0.6850689732734405
random,200,,5,3,sqrt,1.2159953526560499,1.5343969788109835,0.7238093674157324,1.4429123921414093,1.7775229209380952,0.6850689732734405
random,500,,2,3,sqrt,1.2155823558947354,1.5322663286834843,0.7245758666275687,1.4445654814187157,1.7721067167556244,0.6869852715098561
random,500,,5,3,sqrt,1.2155823558947354,1.5322663286834843,0.7245758666275687,1.4445654814187157,1.7721067167556244,0.6869852715098561
random,200,,10,3,sqrt,1.2164118601472387,1.5362040104606218,0.7231584549033415,1.448101821137417,1.788360134575758,0.6812171197740663
random,1000,,2,3,sqrt,1.2137457819988322,1.5300571495447277,0.7253694918702418,1.44856403614878,1.7781497917816842,0.6848468035473987
random,1000,,5,3,sqrt,1.2137457819988322,1.5300571495447277,0.7253694918702418,1.44856403614878,1.7781497917816842,0.6848468035473987
random,500,,10,3,sqrt,1.2208353220286317,1.539117943958855,0.722107210491906,1.4529498314870029,1.7829747060682215,0.6831341804793255
random,1000,,10,3,sqrt,1.2189743101628605,1.536586633673659,0.7230205315646564,1.4553827111389799,1.7849673503260304,0.6824255291687411
random,200,30.0,10,3,sqrt,1.2751232097833756,1.5983275139606083,0.7003149858500155,1.4855343194244637,1.8220162257097325,0.6691055291888403
random,500,30.0,2,3,sqrt,1.2687801927515694,1.589042631333823,0.7037866874840841,1.4869192161141798,1.8137511244584514,0.6721007530949954
random,500,30.0,5,3,sqrt,1.2687801927515696,1.589042631333823,0.7037866874840841,1.4869192161141798,1.8137511244584519,0.6721007530949953
random,1000,30.0,2,3,sqrt,1.2682765127651987,1.5892907659237931,0.7036941707622579,1.4875855167438177,1.8150661248081492,0.6716251156961239
random,1000,30.0,5,3,sqrt,1.2682765127651987,1.5892907659237931,0.7036941707622579,1.4875855167438177,1.8150661248081492,0.6716251156961239
random,200,30.0,2,3,sqrt,1.2715685531058183,1.5928759217826904,0.702355836978562,1.4880693794521802,1.8183501822717856,0.6704357622410599
random,200,30.0,5,3,sqrt,1.2715685531058183,1.5928759217826904,0.702355836978562,1.4880693794521804,1.8183501822717856,0.6704357622410599
random,500,30.0,10,3,sqrt,1.2766561139352937,1.5979448168654227,0.7004584794120021,1.489754558931842,1.8195996461374007,0.6699826921057486
random,1000,30.0,10,3,sqrt,1.2765916022068475,1.5973655161904654,0.7006756247719774,1.4919642349826456,1.819815829567795,0.6699042698967693
random,200,20.0,2,3,sqrt,1.3881076456500128,1.7201851325481234,0.6528766288593959,1.586896528586411,1.917641409810536,0.6334613056521898
random,200,20.0,5,3,sqrt,1.3881076456500128,1.7201851325481234,0.6528766288593959,1.586896528586411,1.917641409810536,0.6334613056521898
random,500,20.0,2,3,sqrt,1.3952402793571672,1.7240941119222548,0.6512972176761656,1.5908112083846293,1.9133236697468805,0.6351100363209485
random,500,20.0,5,3,sqrt,1.3952402793571672,1.7240941119222548,0.6512972176761656,1.5908112083846293,1.9133236697468805,0.6351100363209485
random,200,20.0,10,3,sqrt,1.3976314298546444,1.7309373575357025,0.6485235935238638,1.592918825976541,1.9209763408462301,0.6321853171691912
random,1000,20.0,2,3,sqrt,1.395608958370367,1.7247550218708645,0.6510298247205822,1.5953744984873601,1.9194203988665757,0.6327809169379646
random,1000,20.0,5,3,sqrt,1.395608958370367,1.7247550218708645,0.6510298247205822,1.5953744984873603,1.9194203988665755,0.6327809169379648
random,500,20.0,10,3,sqrt,1.402244205662237,1.7321939638030996,0.6480130865760982,1.5963256030769584,1.9203638489199546,0.6324198308419019
random,1000,20.0,10,3,sqrt,1.4030537147966693,1.7315304934410942,0.648282673199191,1.598816941785576,1.9219264205094704,0.6318213984064764
random,200,,2,5,sqrt,1.4242255745094896,1.7632931296740013,0.6352607455285043,1.6282155498866064,1.9605947576020102,0.6168571689428324
random,200,,5,5,sqrt,1.4242255745094896,1.7632931296740013,0.6352607455285043,1.6282155498866064,1.9605947576020102,0.6168571689428324
random,200,,10,5,sqrt,1.4242255745094898,1.7632931296740013,0.6352607455285043,1.6282155498866064,1.9605947576020104,0.6168571689428324
random,500,,10,5,sqrt,1.4272736393084868,1.763787139843582,0.6350563437321981,1.6332344079834755,1.962523850904538,0.616102824489186
random,500,,2,5,sqrt,1.4272736393084868,1.763787139843582,0.635056343732198,1.633234407983476,1.9625238509045382,0.6161028244891857
random,500,,5,5,sqrt,1.4272736393084868,1.7637871398435818,0.6350563437321981,1.633234407983476,1.9625238509045382,0.6161028244891857
random,1000,,5,5,sqrt,1.4290635942825678,1.7656448839789225,0.6342871704395716,1.6356392543042448,1.9663430395540809,0.6146071969405993
random,1000,,10,5,sqrt,1.4290635942825678,1.7656448839789225,0.6342871704395716,1.6356392543042448,1.9663430395540809,0.6146071969405993
random,1000,,2,5,sqrt,1.4290635942825678,1.7656448839789225,0.6342871704395716,1.6356392543042448,1.966343039554081,0.6146071969405992
random,200,30.0,2,5,sqrt,1.4399832491154698,1.7828647482850075,0.6271189857145955,1.6411697951305186,1.976080748295408,0.6107806669901473
random,200,30.0,10,5,sqrt,1.4399832491154698,1.7828647482850075,0.6271189857145955,1.6411697951305186,1.976080748295408,0.6107806669901473
random,200,30.0,5,5,sqrt,1.4399832491154698,1.7828647482850075,0.6271189857145955,1.6411697951305189,1.9760807482954084,0.6107806669901472
random,500,30.0,5,5,sqrt,1.443717484138289,1.7821520260538168,0.6274170537179982,1.643592313372646,1.9722904099612197,0.6122723652341504
random,500,30.0,10,5,sqrt,1.443717484138289,1.782152026053817,0.6274170537179982,1.643592313372646,1.9722904099612197,0.6122723652341504
random,500,30.0,2,5,sqrt,1.443717484138289,1.782152026053817,0.6274170537179982,1.643592313372646,1.97229040996122,0.6122723652341504
random,1000,30.0,2,5,sqrt,1.4471431673502417,1.7859334893463747,0.625834244325459,1.6482384522862836,1.978342623276837,0.6098891352879745
random,1000,30.0,5,5,sqrt,1.4471431673502417,1.7859334893463747,0.625834244325459,1.6482384522862836,1.978342623276837,0.6098891352879745
random,1000,30.0,10,5,sqrt,1.4471431673502417,1.7859334893463747,0.625834244325459,1.6482384522862836,1.978342623276837,0.6098891352879745
random,1000,30.0,2,1,log2,1.3358838992411373,1.607947898592266,0.6966965011901183,1.7027355762712308,2.026065142315716,0.5908412536105485
random,200,20.0,5,5,sqrt,1.5132612157849206,1.8571486219159217,0.5953991450783604,1.704587783851219,2.0372522171357117,0.5863103761558851
random,200,20.0,10,5,sqrt,1.5132612157849203,1.8571486219159217,0.5953991450783604,1.704587783851219,2.0372522171357117,0.5863103761558851
random,200,20.0,2,5,sqrt,1.5132612157849203,1.8571486219159217,0.5953991450783604,1.7045877838512191,2.0372522171357117,0.5863103761558851
random,500,30.0,2,1,log2,1.3324274180554454,1.606033515149676,0.6974182827220897,1.70590849697349,2.030003361023522,0.5892490810246452
random,200,30.0,2,1,log2,1.3223684190591793,1.59640583715006,0.7010351780945079,1.7093294199002314,2.0366029470573075,0.5865740190093081
random,500,20.0,2,5,sqrt,1.5200119986545,1.8618145253754879,0.5933635513749035,1.7109486973176995,2.0372966711060645,0.5862923220860351
random,500,20.0,5,5,sqrt,1.5200119986545,1.8618145253754879,0.5933635513749035,1.7109486973176995,2.0372966711060645,0.5862923220860351
random,500,20.0,10,5,sqrt,1.5200119986545,1.8618145253754879,0.5933635513749035,1.7109486973176995,2.0372966711060645,0.5862923220860351
random,1000,20.0,2,5,sqrt,1.5224202846985808,1.8639810594957034,0.5924166210341681,1.7132150386030514,2.041145371797108,0.5847277576188356
random,1000,20.0,5,5,sqrt,1.5224202846985808,1.8639810594957034,0.5924166210341681,1.7132150386030514,2.041145371797108,0.5847277576188356
random,1000,20.0,10,5,sqrt,1.5224202846985808,1.8639810594957034,0.5924166210341681,1.7132150386030514,2.041145371797108,0.5847277576188356
random,200,30.0,5,1,log2,1.4043229828182255,1.6993806918268661,0.6612222850344576,1.7322356816525555,2.062007155160533,0.5761956932670522
random,1000,30.0,5,1,log2,1.4257664119194557,1.718447952865321,0.6535773803887401,1.7455623410073844,2.068816783099042,0.5733919057445331
random,500,30.0,5,1,log2,1.423210202635394,1.716845035258617,0.6542233446005448,1.7471210024849404,2.0715367517286705,0.5722694057408904
random,200,30.0,10,1,log2,1.4798845415548307,1.785209308140594,0.6261376250201318,1.7747770932946523,2.0984572252495,0.5610800997069427
random,1000,30.0,10,1,log2,1.4970886279721713,1.8010365633056629,0.6194790830632751,1.7885685472645008,2.1126643913726997,0.5551167500801579
random,500,30.0,10,1,log2,1.496333115521712,1.802598541622159,0.6188187709187101,1.7903325714185263,2.1152891570622883,0.5540106210832496
random,1000,10.0,2,1,sqrt,1.6841185696918575,2.006146109459324,0.5278732635682652,1.887681359958714,2.2075509261343016,0.5142570655889853
random,200,10.0,5,1,sqrt,1.6847162689970157,2.0172554337488613,0.5226298453605104,1.8894581607431142,2.2166797522442314,0.5102313997040346
random,200,10.0,2,1,sqrt,1.6783666715994017,2.0034569797192976,0.5291381356734542,1.8920609610893744,2.2160031001071325,0.5105303625005908
random,500,10.0,2,1,sqrt,1.6899437951197773,2.014139979847687,0.5241032098626879,1.8954132389845073,2.2183611259349325,0.5094881291899589
random,1000,10.0,5,1,sqrt,1.698321178723997,2.024624560625027,0.5191357647177463,1.8980609990551878,2.2179676472205836,0.5096621214772918
random,200,10.0,10,1,sqrt,1.6994501620842004,2.030674805500413,0.5162575091888626,1.8996439034664983,2.221345012571266,0.5081676803644455
random,500,10.0,5,1,sqrt,1.7004652107110616,2.029440730410316,0.5168452873605287,1.9035690632028974,2.2274936250216077,0.5054411596355111
random,1000,10.0,10,1,sqrt,1.710446895355118,2.038939341579919,0.5123119806449433,1.904334105760662,2.2246463669025087,0.5067046754487063
random,500,10.0,10,1,sqrt,1.7113510472942226,2.0412420663340445,0.5112097944235852,1.9103679937917026,2.2307242638566662,0.5040055554053376
random,200,10.0,2,3,sqrt,1.7538894037876112,2.098641798128334,0.48333372762479365,1.9386163645223415,2.2680908200327394,0.4872497138059495
random,200,10.0,5,3,sqrt,1.7538894037876116,2.098641798128334,0.48333372762479365,1.9386163645223415,2.26809082003274,0.4872497138059493
random,200,10.0,10,3,sqrt,1.7555712001808546,2.100695284499072,0.4823221341085362,1.9391961067028631,2.2696792113645663,0.4865312828769144
random,1000,10.0,2,3,sqrt,1.7691191503165529,2.1120136867429347,0.47672868028508375,1.9483267595594482,2.2776946438041876,0.48289822222497325
random,1000,10.0,5,3,sqrt,1.7691191503165529,2.1120136867429347,0.47672868028508375,1.9483267595594482,2.2776946438041876,0.48289822222497325
random,500,10.0,2,3,sqrt,1.7688043529432462,2.112786944605535,0.476345446278694,1.9489155011189103,2.278577603222793,0.4824972304730596
random,500,10.0,5,3,sqrt,1.7688043529432467,2.112786944605535,0.476345446278694,1.9489155011189103,2.278577603222793,0.4824972304730596
random,1000,10.0,10,3,sqrt,1.7701940243956613,2.112904818773444,0.47628701438918997,1.9494135660656398,2.27795593387256,0.4827795747942104
random,500,10.0,10,3,sqrt,1.7727443602538178,2.117407166621593,0.47405269672847616,1.9537889359303855,2.284946312487718,0.4796003085910818
random,1000,,10,3,log2,1.7255737167062033,2.0698618630358716,0.4974072715432033,1.9589103327861146,2.287311378144418,0.4785224570906601
random,500,,10,3,log2,1.7243823409152783,2.069682044052228,0.49749459310754796,1.9590362058987048,2.288491356370867,0.4779842786241213
random,1000,,2,3,log2,1.7253321974484725,2.069019092812944,0.497816462091045,1.9606410863136032,2.2906773958721183,0.47698651036608086
random,1000,,5,3,log2,1.7253321974484725,2.069019092812944,0.497816462091045,1.9606410863136032,2.2906773958721183,0.47698651036608086
random,500,,5,3,log2,1.72248435383584,2.066846638988711,0.4988704859963098,1.9618277711483953,2.293334961310556,0.4757722417324688
random,500,,2,3,log2,1.72248435383584,2.0668466389887112,0.49887048599630957,1.9618277711483953,2.2933349613105567,0.47577224173246857
random,200,,2,3,log2,1.7258835546244626,2.07346245971237,0.4956571956560778,1.962585781157866,2.297010522840234,0.47409052014007436
random,200,,5,3,log2,1.7258835546244626,2.07346245971237,0.4956571956560778,1.9625857811578662,2.297010522840234,0.47409052014007436
random,200,,10,3,log2,1.728968551116455,2.078790249087471,0.49306203469299725,1.9626847956637268,2.294903651787037,0.4750548303131139
random,200,20.0,2,1,log2,1.6802144302814979,1.9904275631372765,0.5352426898309303,1.9772674828032266,2.3089367181528084,0.46861524552572875
random,200,10.0,2,5,sqrt,1.796170421015643,2.1466301180871885,0.4594350135234708,1.9784320916616212,2.308936069540473,0.46861554407237616
random,200,10.0,10,5,sqrt,1.796170421015643,2.1466301180871885,0.4594350135234708,1.9784320916616212,2.308936069540473,0.46861554407237616
random,200,10.0,5,5,sqrt,1.796170421015643,2.1466301180871885,0.45943501352347094,1.9784320916616216,2.3089360695404735,0.46861554407237604
random,1000,10.0,5,5,sqrt,1.8107276500810523,2.159246242979186,0.45306234967849857,1.9877737414281023,2.319366709902989,0.46380363110336664
random,1000,10.0,2,5,sqrt,1.8107276500810523,2.159246242979186,0.45306234967849857,1.9877737414281023,2.3193667099029893,0.46380363110336653
random,1000,10.0,10,5,sqrt,1.8107276500810523,2.159246242979186,0.45306234967849857,1.9877737414281023,2.3193667099029893,0.46380363110336653
random,500,20.0,2,1,log2,1.6983935396085432,2.009549912242032,0.5262698014851273,1.990190092812514,2.3176288289054896,0.46460686447276944
random,500,10.0,2,5,sqrt,1.8133781015650023,2.163501828343064,0.45090434338160956,1.9912052997820504,2.3234340872273673,0.46192137140609957
random,500,10.0,5,5,sqrt,1.8133781015650028,2.163501828343064,0.45090434338160956,1.9912052997820504,2.3234340872273673,0.46192137140609957
random,500,10.0,10,5,sqrt,1.8133781015650023,2.163501828343064,0.45090434338160956,1.9912052997820504,2.3234340872273673,0.46192137140609957
random,1000,20.0,2,1,log2,1.7014283492678808,2.0119106849394326,0.5251560931577468,1.9913458764579093,2.320346476013097,0.4633505263924229
random,200,20.0,5,1,log2,1.7202158674343855,2.0430640640077717,0.5103368239000237,1.9941368854567263,2.327322965403991,0.4601186317107643
random,500,20.0,5,1,log2,1.7361220656810525,2.0580103168638018,0.5031462517773246,2.0036008189029584,2.3353534506577156,0.4563864558827161
random,1000,20.0,5,1,log2,1.7391935448186113,2.060169941965083,0.5021029325901389,2.006033687333701,2.3378309582757986,0.455232436913792
random,200,20.0,10,1,log2,1.7536667391639786,2.0870631586809094,0.48901910920572167,2.010608808885088,2.3533134270107956,0.4479930124425031
random,1000,20.0,10,1,log2,1.7736583055316808,2.1041843940252485,0.48060105175812884,2.024586286334385,2.361821972777628,0.4439941677479333
random,500,20.0,10,1,log2,1.773342982546355,2.104939154163271,0.48022837345954583,2.0251408767759975,2.362437812263369,0.4437041755376028
random,200,30.0,10,3,log2,1.8078004337196645,2.1628308224506654,0.45124489246715627,2.0332190666131655,2.3740508262688675,0.4382215765754862
random,200,30.0,5,3,log2,1.807858362030008,2.161666201612719,0.4518357103531402,2.034200708152458,2.375107331463026,0.43772145763875314
random,200,30.0,2,3,log2,1.807858362030008,2.161666201612719,0.4518357103531403,2.034200708152458,2.375107331463026,0.43772145763875303
random,1000,30.0,10,3,log2,1.8176738846118847,2.1671613142665525,0.4490452210823691,2.0407784497973522,2.376734746394853,0.4369506512152914
random,1000,30.0,2,3,log2,1.818446175158181,2.1683978204093872,0.4484163308236775,2.0412878665116967,2.378271959471864,0.43622208297779097
random,1000,30.0,5,3,log2,1.818446175158181,2.1683978204093872,0.4484163308236774,2.0412878665116967,2.378271959471864,0.43622208297779097
random,500,30.0,10,3,log2,1.8179726861740781,2.16922913012453,0.447993322873393,2.042861782071597,2.380162501005657,0.43532540739285563
random,500,30.0,2,3,log2,1.8173827317978746,2.168842141004121,0.44819026059710876,2.0454834317378126,2.3847072741067454,0.43316692618753916
random,500,30.0,5,3,log2,1.8173827317978746,2.168842141004121,0.44819026059710876,2.0454834317378126,2.3847072741067454,0.43316692618753905
random,1000,,2,5,log2,1.9022648662271913,2.263002751148178,0.39923636112750294,2.118499405120941,2.4668883409200144,0.39342568750871265
random,1000,,5,5,log2,1.9022648662271908,2.2630027511481785,0.3992363611275028,2.118499405120941,2.4668883409200144,0.39342568750871265
random,1000,,10,5,log2,1.9022648662271908,2.263002751148178,0.39923636112750294,2.118499405120941,2.4668883409200144,0.39342568750871265
random,500,,2,5,log2,1.9101405449528825,2.272549859238249,0.3941566908409192,2.125935287207298,2.4761652908801826,0.38885495752139954
random,500,,5,5,log2,1.910140544952883,2.272549859238249,0.3941566908409192,2.125935287207298,2.4761652908801826,0.38885495752139954
random,500,,10,5,log2,1.910140544952883,2.272549859238249,0.3941566908409192,2.125935287207298,2.4761652908801826,0.38885495752139954
random,200,,2,5,log2,1.9084789679543883,2.2757075776837334,0.3924718770154818,2.126078924919343,2.4809951521443456,0.3864685057538114
random,200,,10,5,log2,1.9084789679543883,2.2757075776837334,0.3924718770154818,2.126078924919343,2.4809951521443456,0.3864685057538114
random,200,,5,5,log2,1.9084789679543883,2.2757075776837334,0.3924718770154819,2.1260789249193435,2.4809951521443456,0.3864685057538113
random,200,20.0,10,3,log2,1.9240104492717156,2.286787794306361,0.38654147460874744,2.143907215889332,2.497473998102887,0.37829124881143983
random,1000,30.0,2,5,log2,1.9288198419097438,2.291863898486838,0.38381499904711613,2.1445599424254693,2.4970733383933688,0.37849070928013684
random,1000,30.0,5,5,log2,1.9288198419097438,2.2918638984868385,0.383814999047116,2.1445599424254693,2.4970733383933688,0.37849070928013684
random,1000,30.0,10,5,log2,1.9288198419097438,2.2918638984868385,0.383814999047116,2.1445599424254693,2.4970733383933688,0.37849070928013684
random,200,30.0,10,5,log2,1.92847059223366,2.2966428135725305,0.38124262475618886,2.1467772370898337,2.5043044139287955,0.3748859390656656
random,200,30.0,2,5,log2,1.92847059223366,2.2966428135725305,0.38124262475618886,2.1467772370898337,2.504304413928796,0.37488593906566536
random,200,30.0,5,5,log2,1.92847059223366,2.2966428135725305,0.38124262475618886,2.1467772370898337,2.504304413928796,0.37488593906566536
random,500,30.0,5,5,log2,1.934769290903093,2.299162217265703,0.3798843337245872,2.1500608060424526,2.503247758450918,0.37541334367548107
random,500,30.0,2,5,log2,1.9347692909030925,2.2991622172657027,0.3798843337245873,2.1500608060424526,2.503247758450918,0.37541334367548096
random,500,30.0,10,5,log2,1.9347692909030925,2.2991622172657027,0.3798843337245873,2.1500608060424526,2.503247758450918,0.37541334367548085
random,200,20.0,5,3,log2,1.9293291701886555,2.2926996751396445,0.38336550731290053,2.154977602594136,2.511117247304365,0.3714801303818298
random,200,20.0,2,3,log2,1.9293291701886555,2.2926996751396445,0.38336550731290053,2.154977602594136,2.511117247304365,0.3714801303818297
random,1000,20.0,10,3,log2,1.9419139683464643,2.3010454519087578,0.3788680491176346,2.1587874255802997,2.5108014410532036,0.3716382098363936
random,500,20.0,10,3,log2,1.94027080528325,2.3004206367939566,0.37920532184768596,2.1591997718882276,2.5119835388938907,0.3710463988260577
random,1000,20.0,2,3,log2,1.9427828264298244,2.3019615731038434,0.3783733649124198,2.1606875303766877,2.5136520014645343,0.3702106178366017
random,1000,20.0,5,3,log2,1.9427828264298244,2.3019615731038434,0.3783733649124198,2.1606875303766877,2.5136520014645343,0.3702106178366016
random,500,20.0,2,3,log2,1.9394998234295346,2.300233108090975,0.37930653122986624,2.160791495634354,2.5159582457645673,0.36905443991418985
random,500,20.0,5,3,log2,1.9394998234295344,2.300233108090975,0.37930653122986624,2.1607914956343546,2.515958245764567,0.36905443991418996
random,200,20.0,5,5,log2,1.9927732686575295,2.3649726273988816,0.34387631958394393,2.207975441536651,2.5758966858715056,0.3386339300985506
random,200,20.0,2,5,log2,1.992773268657529,2.3649726273988816,0.34387631958394405,2.207975441536652,2.575896685871505,0.3386339300985507
random,200,20.0,10,5,log2,1.9927732686575295,2.3649726273988816,0.34387631958394405,2.207975441536652,2.575896685871505,0.3386339300985507
random,500,20.0,5,5,log2,2.0038204975546767,2.372974597629133,0.33942877177159436,2.2164508089223727,2.5792974118740557,0.3368864924294771
random,500,20.0,10,5,log2,2.0038204975546767,2.372974597629133,0.33942877177159436,2.2164508089223727,2.5792974118740557,0.3368864924294771
random,500,20.0,2,5,log2,2.0038204975546767,2.372974597629133,0.33942877177159436,2.2164508089223727,2.5792974118740557,0.336886492429477
random,1000,20.0,5,5,log2,2.0038718139182117,2.372322998967595,0.33979149645710127,2.2168084366402883,2.5784983900198504,0.3372972710499986
random,1000,20.0,10,5,log2,2.0038718139182117,2.372322998967595,0.33979149645710127,2.2168084366402883,2.5784983900198504,0.3372972710499986
random,1000,20.0,2,5,log2,2.0038718139182117,2.372322998967595,0.3397914964571014,2.2168084366402883,2.578498390019851,0.3372972710499985
